PG.ProteinGroups	PG.ProteinAccessions	PG.Genes	PG.ProteinDescriptions	Neurite_1	Neurite_2	Neurite_3	Neurite_4	Neurite_5	Neurite_6	 Soma_1	 Soma_2	 Soma_3	 Soma_4	 Soma_5
Q8WWH5	Q8WWH5	TRUB1	Probable tRNA pseudouridine synthase 1	3174.848145	4009.857422	4182.893555	3233.036133	2925.582275	4091.736816	25566.24219	27563.82031	29967.00391	31012.74219	30823.54297
Q8WWI5	Q8WWI5	SLC44A1	Choline transporter-like protein 1	5595.437012	7463.48291	7193.691895	7074.603516	5867.38916	6554.024902	5096.92627	2796.332764	5112.199707	5571.677734	3872.435303
Q8WWL2	Q8WWL2	SPIRE2	Protein spire homolog 2	Filtered	1456.283081	1434.322144	1954.828491	1064.30603	Filtered	Filtered	Filtered	1009.32428	Filtered	Filtered
Q8WWM7	Q8WWM7	ATXN2L	Ataxin-2-like protein	45046.60938	22004.22656	28684.25195	41123.95313	25838.18359	27837.48633	137532.6875	154855.6875	163912.3281	142613.8281	153082.5625
Q8WWM9	Q8WWM9	CYGB	Cytoglobin	27622.22266	23245.90039	28188.23242	25428.76953	26658.27344	39990.77734	22460.43945	24133.48633	10187.6709	21735.21875	26120.26367
Q8WWQ0	Q8WWQ0	PHIP	PH-interacting protein	2564.900391	470.6783142	1489.967773	2081.708984	1907.233643	2995.248047	15518.65332	17283.23047	12778.00684	15585.50879	17902.83203
Q8WWV3	Q8WWV3	RTN4IP1	"Reticulon-4-interacting protein 1, mitochondrial"	11613.50879	11565.7002	11992.62695	12339.89648	11201.63672	10892.54199	19946.49023	17141.07813	20177.59766	20491.20508	20425.81445
Q8WWY3	Q8WWY3	PRPF31	U4/U6 small nuclear ribonucleoprotein Prp31	Filtered	Filtered	Filtered	Filtered	Filtered	1586.292603	38039.21484	41292.42188	43380.91797	46437.71875	46229.58984
Q8WX77	Q8WX77	IGFBPL1	Insulin-like growth factor-binding protein-like 1	134247.1563	141463.7188	103943.9531	114812.3047	118486.3125	115341.4063	144108.4219	118861.9531	129516.8438	132824.7656	132137.9219
Q8WX92	Q8WX92	NELFB	Negative elongation factor B	6378.308105	4863.839844	19915.49609	3616.545898	5104.645508	40643.78125	31352.66211	50672.18359	29082.60547	37506.61719	35001.82031
Q8WX93	Q8WX93	PALLD	Palladin	12676.47852	17998.71484	12834.97656	10572.8252	10980.24512	11545.35059	7743.417969	8049.04248	7111.366699	7909.604492	7558.416016
Q8WXA9	Q8WXA9	SREK1	Splicing regulatory glutamine/lysine-rich protein 1	1	1	1	1	1	1	32854.53906	43536.98047	33282.91016	46312.95313	40351.75781
Q8WXD2	Q8WXD2	SCG3	Secretogranin-3	3843.159424	3963.177002	4880.283691	4761.539063	Filtered	1914.604858	1749.119507	6059.133301	4284.160156	1406.852661	1920.055664
Q8WXD9	Q8WXD9	CASKIN1	Caskin-1	78888.38281	72198.47656	76177.25781	71985.78906	72539.10156	69523.69531	56317.26563	59203.16797	69365.78125	54411.42969	48249.18359
Q8WXE9	Q8WXE9	STON2	Stonin-2	21620.85742	30313.30664	17381.79688	20482.26563	55681.75781	26749.84961	15165.32129	14510.46484	10120.44141	26140.93359	11897.27441
Q8WXF0	Q8WXF0	SRSF12	Serine/arginine-rich splicing factor 12	1	1	1	1	1	1	19175.39844	22507.29102	18881.84375	21271.89453	28860.64063
Q8WXF1	Q8WXF1	PSPC1	Paraspeckle component 1	35761.96484	46064.63672	24151.70703	32553.70898	34468.03906	35059.33594	856811.1875	931329.375	1042075.313	1011746.75	1140727
Q8WXF7	Q8WXF7	ATL1	Atlastin-1	389020.0938	384484.0313	393909.5313	385074.4375	291081.4063	390606.25	255017.4063	194205.4531	240525.4531	243845.25	236254.8438
Q8WXG6	Q8WXG6	MADD	MAP kinase-activating death domain protein	145155.5	141456.6406	151614.8125	149449.4844	147107.5469	140513.2656	75213.03125	75426.01563	87738.42969	76303.54688	79478.03906
Q8WXH0	Q8WXH0	SYNE2	Nesprin-2	4880.162598	5981.896973	5426.424805	2990.675537	8198.439453	4147.215332	11810.87109	10281.11523	12177.06934	12946.45898	12300.10156
Q8WXI2	Q8WXI2	CNKSR2	Connector enhancer of kinase suppressor of ras 2	3747.51709	4426.726074	4659.225586	3931.170166	3506.942383	4378.342285	3131.977295	2182.748535	3541.746582	2523.425049	2862.421875
Q8WXI9	Q8WXI9	GATAD2B	Transcriptional repressor p66-beta	1	1	1	1	1	1	18064.00781	18619.79297	22040.58789	20873.30859	22723.85547
Q8WXS5	Q8WXS5	CACNG8	Voltage-dependent calcium channel gamma-8 subunit	101158.8125	90932.21094	94221.53125	104947.1094	95028.67969	97815.39063	55124.61719	50600.10156	63507.24219	48087.83984	48470.20703
Q8WXX5	Q8WXX5	DNAJC9	DnaJ homolog subfamily C member 9	Filtered	Filtered	1	Filtered	Filtered	Filtered	12750.43262	23499.07617	28098.5332	21376.58398	20547.26953
Q8WY21	Q8WY21	SORCS1	VPS10 domain-containing receptor SorCS1	5161.04248	4498.280762	5202.380371	4739.904297	4848.125	3821.189453	4593.786133	6065.841797	5360.603027	4988.93457	5211.57373
Q8WY22	Q8WY22	BRI3BP	BRI3-binding protein	1848.38208	7659.816895	Filtered	21765.71289	Filtered	Filtered	5995.98291	6846.185547	19647.83203	13626.47852	7444.501953
Q8WY54	Q8WY54	PPM1E	Protein phosphatase 1E	215775	207251.6875	213567.4063	171465.5156	261371.7656	272264.125	135449.3594	163796.7656	121232.3438	113293.0625	123849
Q8WYA0	Q8WYA0	IFT81	Intraflagellar transport protein 81 homolog	150757.375	147318.2969	153414.3125	6352.238281	168222.5156	157606.9063	98949.75781	130670.4609	7769.622559	65675.36719	5790.077148
Q8WYA6	Q8WYA6	CTNNBL1	Beta-catenin-like protein 1	1.587165952	1.876865029	Filtered	1.286241055	1.535494566	1.217699528	37674.53906	24584.83789	44102.11719	43390.48438	45717.08203
Q8WYB5	Q8WYB5	KAT6B	Histone acetyltransferase KAT6B	1	1	1	1	1	1	2088.020996	1273.293091	1741.091919	1928.35083	2139.874756
Q8WYK1	Q8WYK1	CNTNAP5	Contactin-associated protein-like 5	196142.9531	164652.0625	196531.8125	184453.7344	199931.4063	189220.3281	99579.67188	96236.46094	104619.9141	94662.84375	84787.375
Q8WYL5	Q8WYL5	SSH1	Protein phosphatase Slingshot homolog 1	16024.28027	12422.09766	15438.79492	17152.29102	20287.28125	14503.83398	6369.386719	5913.95752	9390.344727	7609.40625	5131.481445
Q8WYN3	Q8WYN3	CSRNP3	Cysteine/serine-rich nuclear protein 3	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	1	629.7143555	Filtered	316.7305908	1030.643799
Q8WYP3	Q8WYP3	RIN2	Ras and Rab interactor 2	Filtered	7499.566895	7855.025391	5695.84082	9266.300781	6724.972168	5484.041016	3701.032227	3701.861328	7314.010742	7378.084473
Q8WYP5	Q8WYP5	AHCTF1	Protein ELYS	Filtered	3972.36499	3808.32251	Filtered	Filtered	2.469369888	21809.01758	18974.28906	20151.83203	20939.39844	20760.0957
Q8WYQ5	Q8WYQ5	DGCR8	Microprocessor complex subunit DGCR8	1	1	1	1	1	1	8321.310547	9414.283203	7937.822754	8720.948242	10992.06836
Q8WZ73	Q8WZ73	RFFL	E3 ubiquitin-protein ligase rififylin	Filtered	1444.61145	3455.37085	1864.441895	2383.428711	4445.055176	1.211801291	1.013183117	Filtered	1.0668571	1
Q8WZ74	Q8WZ74	CTTNBP2	Cortactin-binding protein 2	63492.01953	40587.89844	45766.69922	49771.28125	56734.73047	34873.36719	32451.4043	37491.92188	46429.75	45016.71875	43912.59766
Q8WZ82	Q8WZ82	OVCA2	Esterase OVCA2	18956.73828	16946.54883	21403.39844	19668.17578	21367.25586	25068.48828	20852.01758	12523.92383	22079.50977	24682.40625	26455.89648
Q8WZA0	Q8WZA0	LZIC	Protein LZIC	4373.694336	6777.802246	8678.984375	8288.790039	5864.742188	11070.34766	22114.92773	23173.44141	29207.30859	26483.05859	27564.61719
Q8WZA1	Q8WZA1	POMGNT1	"Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1"	Filtered	Filtered	43467.28125	Filtered	993.5753174	Filtered	12158.02637	13662.63965	13138.60742	16359.03516	17745.80664
Q8WZA2	Q8WZA2	RAPGEF4	Rap guanine nucleotide exchange factor 4	43897.64844	46231.23438	52157.96094	48411.79297	48187.49609	43832.97656	15123.57324	11101.44434	14264.65234	14593.64844	10111.60449
Q8WZA9	Q8WZA9	IRGQ	Immunity-related GTPase family Q protein	17242.37305	21318.30859	21885.94531	18207.06445	23833.33203	27754.53906	31976.03516	38510.11328	36245.25	39001.75	39559.40625
Q92185	Q92185	ST8SIA1	"Alpha-N-acetylneuraminide alpha-2,8-sialyltransferase"	7258.149902	5394.366699	6871.070801	4284.117676	Filtered	4690.273926	13248.79004	12746.0625	9933.298828	13575.09766	12034.30957
Q92499	Q92499	DDX1	ATP-dependent RNA helicase DDX1	160287.0156	146457.8125	130010.4141	148570.8438	156809.7344	177747.7813	673387.9375	683414.1875	671663.25	710216.75	792010.625
Q92503	Q92503	SEC14L1	SEC14-like protein 1	5318.25293	6307.306641	5945.328613	5038.172852	5406.223633	5136.220703	11044.07617	10201.76465	11493.91016	11337.55664	11475.93945
Q92504	Q92504	SLC39A7	Zinc transporter SLC39A7	6424.354004	7144.644043	8411.706055	7837.592773	6327.363281	10117.49023	6667.020996	6932.105469	1937.801147	3132.157471	5944.734375
Q92506	Q92506	HSD17B8	Estradiol 17-beta-dehydrogenase 8	7025.797852	7525.822754	6261.081543	8719.257813	8139.897949	7194.071289	20215.01172	13081.79102	18241.60742	17827.98828	21658.59375
Q92520	Q92520	FAM3C	Protein FAM3C	14500.95215	13623.94922	14764.02734	13421.56055	18899.78711	13913.61914	65041.69922	63178.17969	74690.03125	74164.49219	79016.6875
Q92522	Q92522	H1-10	Histone H1.10	7774.520508	5775.675293	4972.964355	9965.868164	5719.336914	5489.786133	326224.75	367645.6875	364810.3438	414607.4688	414967.0625
Q92529	Q92529	SHC3	SHC-transforming protein 3	8788.229492	6008.74707	6271.558105	6207.209961	5167.304199	5095.646973	1655.777954	2365.456055	2958.35376	3432.64502	3086.74707
Q92530	Q92530	PSMF1	Proteasome inhibitor PI31 subunit	72178.17969	53875.73438	69890.1875	67928.125	64508.5625	69570.20313	63922.9375	69722.53125	67886.3125	69645.50781	73146.67188
Q92538	Q92538	GBF1	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1	39176.87891	12220.23242	15255.69238	24957.94922	30576.56445	28574.12891	35286.48047	34435.47656	35551.82031	42936.53125	40323.26172
Q92540	Q92540	SMG7	Protein SMG7	1	1	1	1	1	1	1902.177124	891.6291504	1717.037842	2501.568848	2134.512451
Q92541	Q92541	RTF1	RNA polymerase-associated protein RTF1 homolog	2976.006836	2518.486572	Filtered	1763.99646	1717.444946	Filtered	57135.26563	68173.46875	68276.69531	65685.91406	74680.36719
Q92542	Q92542	NCSTN	Nicastrin	22390.1582	23220.86719	15893.30078	14276.8623	19920.87305	12930.8252	14680.93945	14341.66797	8569.405273	9290.216797	10558.70605
Q92543	Q92543	SNX19	Sorting nexin-19	9750.669922	8727.242188	11053.30566	10155.16504	10156.92676	8304.164063	9493.143555	6168.867188	10392.16797	9191.961914	8916.81543
Q92546	Q92546	RGP1	RAB6A-GEF complex partner protein 2	5130.931152	4040.203125	4733.239746	Filtered	Filtered	5574.616211	7238.132813	7621.077148	7897.990234	7603.807129	7637.019531
Q92547	Q92547	TOPBP1	DNA topoisomerase 2-binding protein 1	Filtered	Filtered	294.7612915	Filtered	Filtered	Filtered	2528.642578	3873.308838	4711.746094	3639.461914	3067.815186
Q92551	Q92551	IP6K1	Inositol hexakisphosphate kinase 1	Filtered	1358.84668	1728.04126	4583.224609	Filtered	1919.753296	2505.782471	18906.93945	5990.23291	4764.266113	3940.063232
Q92552	Q92552	MRPS27	"28S ribosomal protein S27, mitochondrial"	17794.30859	16828.46484	15901.54395	18327.92383	17153.20313	16588.47266	53405.58203	45911.71094	34712.91406	46107.53125	46561.30859
Q92556	Q92556	ELMO1	Engulfment and cell motility protein 1	34078.75	34758.44531	34607.58594	36177.10156	33776.67188	35707.75391	29441.89648	29363.40234	28435.83203	30181.61914	30756.1875
Q92558	Q92558	WASF1	Wiskott-Aldrich syndrome protein family member 1	94655.34375	89417.60938	89298.96094	99807.25781	89136.78125	90962.03906	81267.58594	76443.78906	73276.25	77781.85156	68421.53906
Q92560	Q92560	BAP1	Ubiquitin carboxyl-terminal hydrolase BAP1	Filtered	Filtered	1327.593506	1612.669312	Filtered	Filtered	12912.76953	10108.80566	6657.335938	5917.777344	7185.79541
Q92562	Q92562	FIG4	Polyphosphoinositide phosphatase	25867.53516	30347.84375	25090.97266	25503.45117	27109.01953	25331.64844	15516.00195	15299.14453	16934.21289	15899.39746	17710.79102
Q92563	Q92563	SPOCK2	Testican-2	14587.0625	9406.775391	14844.30078	9586.693359	17588.00391	13600.13477	13663.75293	4850.344238	8987.37207	9418.527344	13290.91016
Q92572	Q92572	AP3S1	AP-3 complex subunit sigma-1	151841.4844	145166.8281	136789.2031	148826.5781	139430.4844	141687.5781	96641.29688	115655.0313	109057.8984	106622.4297	102557.7578
Q92574	Q92574	TSC1	Hamartin	43214.35547	38133.40234	45215.15625	40396.44141	41263.91406	39242.44922	21087.76758	26481.21289	26067.96875	23463.47656	20309.61523
Q92575	Q92575	UBXN4	UBX domain-containing protein 4	139879.3438	129158.7188	83164.17188	139323.2813	138511	130216.2734	147947.9063	139175.3906	164755.25	146462.1875	138629
Q92576	Q92576	PHF3	PHD finger protein 3	1	1	1	1	1	1	8025.586426	8261.893555	10433.64551	8810.59082	9780.068359
Q92581	Q92581	SLC9A6	Sodium/hydrogen exchanger 6	32674.70508	29611.49609	35602.41406	28883.44922	35670.59766	30457.53906	12884.3252	13918.90039	12402.89746	16674.1582	18033.0957
Q92597	Q92597	NDRG1	Protein NDRG1	19933.95703	21814.23828	20748.44531	19344.04688	20363.33203	20874.83789	15491.36719	13348.25098	13618.0625	14731.79102	13219.66797
Q92598	Q92598	HSPH1	Heat shock protein 105 kDa	379565.5	343732.1563	369242.25	392076.6875	408985.8438	409793.9063	291962.0625	294253.75	338587.3438	379349.625	338393.4375
Q92599	Q92599	SEPTIN8	Septin-8	74895.22656	72409.50781	75417.40625	81561.64063	75331.26563	77998.0625	49531.72656	51083.25	52103.64453	38613.875	48450.93359
Q92600	Q92600	CNOT9	CCR4-NOT transcription complex subunit 9	3050.169434	2754.544434	Filtered	2830.489014	2446.571289	5768.794434	16626.16797	17450.67383	11861.76953	11705.21387	15998.31543
Q92604	Q92604	LPGAT1	Acyl-CoA:lysophosphatidylglycerol acyltransferase 1	84458.35938	84235.88281	86566.55469	78102.125	93979.24219	97065.85938	68120.3125	66921.92188	40421.29688	47215.97266	70654.82813
Q92609	Q92609	TBC1D5	TBC1 domain family member 5	16139.07324	13384.69043	14490.86133	16281.95996	14995.3125	15487.59375	15957.44043	14360.18359	14139.68652	18657.32227	18090.50195
Q92614	Q92614	MYO18A	Unconventional myosin-XVIIIa	236669.8594	237742.9844	227551.5938	232497.5469	231620.0781	220305.9375	186060.8125	207509.625	220259.125	202732.2188	195954.4688
Q92615	Q92615	LARP4B	La-related protein 4B	Filtered	6313.281738	1166.919922	1415.015869	Filtered	1850.378296	32093.77539	35252.61328	40823.07422	39189.83594	40161.34766
Q92616	Q92616	GCN1	eIF-2-alpha kinase activator GCN1	112385.5547	120365.9531	116564.0781	108772.75	109640.2578	110224.3672	151098	154088.375	162577.6875	182757.4375	182963.0313
Q92620	Q92620	DHX38	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16	Filtered	Filtered	2416.305176	Filtered	789.4376831	781.9833984	9472.334961	10549.0459	11460.11133	11626.04688	10703.32324
Q92621	Q92621	NUP205	Nuclear pore complex protein Nup205	18007.64063	33150.53516	21402.20313	33629.44531	30228.7793	18696.99023	54861.00391	48768.76172	48525.62891	49994.77344	53137.46875
Q92623	Q92623	TTC9	Tetratricopeptide repeat protein 9A	13779.57324	14310.30957	12094.12402	12119.39746	16377.82129	14787.9209	10299.30078	10295.91406	8803.615234	7363.403809	8785.977539
Q92625	Q92625	ANKS1A	Ankyrin repeat and SAM domain-containing protein 1A	23389.52734	18907.30859	22018.34766	22427.32813	22079.46484	19605.49219	16487.61719	16998.53516	17220.42578	15644.24219	14231.21875
Q92626	Q92626	PXDN	Peroxidasin homolog	2551.959229	4357.419434	3459.318604	1984.96875	2499.142334	2402.532715	5693.408691	5597.613281	5600.41748	5431.481934	4917.214844
Q92643	Q92643	PIGK	GPI-anchor transamidase	14653.16211	14367.61719	14267.22461	12500.04395	15069.83203	12730.21484	16277.44922	19309.74219	10718.44434	19460.42578	17932.23633
Q92665	Q92665	MRPS31	"28S ribosomal protein S31, mitochondrial"	30883.57813	33988.5	29754.26172	31657.2793	33544.69141	30981.45508	90620.33594	89485.35156	97182.23438	84294.82813	88275.5
Q92667	Q92667	AKAP1	"A-kinase anchor protein 1, mitochondrial"	19882.10352	13861.44727	20105.90234	20941.14258	19579.6875	18353.18359	32447.84375	31993.2168	36101.26172	27708.28906	26367.26953
Q92673	Q92673	SORL1	Sortilin-related receptor	1	1	1	1	1	1	7372.88916	8911.527344	5970.181152	8907.81543	9342.675781
Q92685	Q92685	ALG3	"Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase"	2884.436768	2948.504639	3369.64624	1870.784424	3538.401855	Filtered	4317.682617	5620.983887	3604.964844	4437.572266	3560.014893
Q92688	Q92688	ANP32B	Acidic leucine-rich nuclear phosphoprotein 32 family member B	1	1	1	1	1	1	39653.76172	42211.38672	43234.89063	46608.51953	48512.07031
Q92692	Q92692	NECTIN2	Nectin-2	47604.09766	25906.27148	27337.5293	26269.4375	24099.82617	25974.30078	24030.10352	27386.81055	31036.93555	28427.03125	27491.24219
Q92696	Q92696	RABGGTA	Geranylgeranyl transferase type-2 subunit alpha	187543.3125	186193.9375	185517.1094	186957.5469	186324.625	181018.7813	118692.3281	132911.9219	142411.7656	128094.9063	126411.5547
Q92729	Q92729	PTPRU	Receptor-type tyrosine-protein phosphatase U	Filtered	Filtered	19523.05469	11836.66016	Filtered	11885.86914	Filtered	Filtered	6050.996094	4356.54834	1994.717041
Q92733	Q92733	PRCC	Proline-rich protein PRCC	4373.474121	Filtered	Filtered	Filtered	1250.133057	2350.62793	12240.02637	20948.24023	15406.94727	15523.88477	16600.56836
Q92734	Q92734	TFG	Protein TFG	22166.00977	11785.04395	12089.51953	11806.63867	14333.68164	16981.73047	31224.16797	32533.49023	29891.14258	31790.64844	36036.90625
Q92736	Q92736	RYR2	Ryanodine receptor 2	11943.87891	15573	8985.508789	8396.349609	9182.59375	5196.075684	6305.717285	7461.01709	5983.754883	7704.491699	7211.216797
Q92747	Q92747	ARPC1A	Actin-related protein 2/3 complex subunit 1A	94300.16406	90629.78906	87377.125	49026.23828	93228.53125	93786.95313	49904.13672	56897.40234	38645.28516	41081.90625	39480.74609
Q92752	Q92752	TNR	Tenascin-R	9812.677734	5430.960449	8081.649902	9942.90332	10750.86328	6999.288086	4075.173828	3794.756348	11020.42188	5848.624512	12106.06641
Q92759	Q92759	GTF2H4	General transcription factor IIH subunit 4	1	1	1	1	1	1	15917.87695	19358.58594	22750.45313	22224.86719	21985.38477
Q92769	Q92769	HDAC2	Histone deacetylase 2	Filtered	3464.150391	Filtered	7193.299316	7368.211426	4413.282227	74427.27344	80281.88281	74225.21094	91715.88281	93158.125
Q92777	Q92777	SYN2	Synapsin-2	100915.8125	89214.83594	92543.15625	101528.8594	100673.5313	89688.36719	44866.42578	42203.39844	48562.64844	39851.96094	37297.19531
Q92782	Q92782	DPF1	Zinc finger protein neuro-d4	1	1	1	1	1	1	19972.79102	23501.62305	28471.86523	25977.73438	21993.63672
Q92783	Q92783	STAM	Signal transducing adapter molecule 1	15838.99121	13773.22363	13784.9707	16572.67383	17065.78906	17743.11719	15850.43359	17237.13672	16578.24805	14462.67871	15777.38379
Q92784	Q92784	DPF3	Zinc finger protein DPF3	1	1	1	1	1	1	27583.38281	23617.50781	35708.52344	32843.26953	36467.61719
Q92785	Q92785	DPF2	Zinc finger protein ubi-d4	1	1	1	1	1	1	20979.64648	24530.02344	28081.75781	27273.71875	27768.94531
Q92796	Q92796	DLG3	Disks large homolog 3	119581.5703	123953.6406	129305.5938	122419.8281	124541.9375	128787.1953	92795.69531	100427.6875	93873.0625	93485.28125	95621.48438
Q92797	Q92797	SYMPK	Symplekin	3581.330322	5255.864746	400.769043	9199.953125	6716.875977	900.4849243	42500.07422	43533.16797	43171.26172	47118.77734	51873.67969
Q92805	Q92805	GOLGA1	Golgin subfamily A member 1	Filtered	Filtered	1	Filtered	1183.622437	Filtered	10600.30859	14991.63086	16049.67578	11432.80664	12434.37305
Q92820	Q92820	GGH	Gamma-glutamyl hydrolase	18302.42188	47787.66797	41218.19922	39578.73828	15643.64453	48826.47266	139346.6563	48319.95703	104890.8516	113599.5938	117492.0547
Q92823	Q92823	NRCAM	Neuronal cell adhesion molecule	197585.6094	171883.3906	208490.8125	206090.2344	212527.6563	207602.7813	121261.6563	131596	136737.9688	127956.7969	115740.9844
Q92824	Q92824	PCSK5	Proprotein convertase subtilisin/kexin type 5	Filtered	2995.273926	Filtered	2632.53833	3826.027588	1649.258179	2279.700439	3084.097656	1938.180176	2759.878662	2756.167969
Q92828	Q92828	CORO2A	Coronin-2A	109182.1719	105739.0156	116781.7969	108093.2344	107196.1875	105337.6563	73395.34375	78976.26563	83766.625	82468.80469	77008.54688
Q92830	Q92830	KAT2A	Histone acetyltransferase KAT2A	111870.1406	30404.41602	Filtered	146900.2656	69458.36719	47326.10938	17267.16016	13254.00195	23424.13281	24357.72266	136009.125
Q92831	Q92831	KAT2B	Histone acetyltransferase KAT2B	Filtered	491.726532	Filtered	512.9049072	Filtered	Filtered	2554.164795	1948.682617	2875.391602	3526.834961	2840.357422
Q92841	Q92841	DDX17	Probable ATP-dependent RNA helicase DDX17	14989.54297	18423.94922	17111.48242	14927.74609	14330.5918	14680.10449	366554.375	375569.4688	433653.7813	416970.9688	436943.3438
Q92845	Q92845	KIFAP3	Kinesin-associated protein 3	53060.82031	53645.61328	62842.47656	54229.05859	62082.28906	68940.21875	50643.80078	56435.17969	44128.86328	49785.73438	55604.9375
